run,Scenario,Version,World,Regionalisation,aftParamId,ThresholdTimberGlobal,ThresholdCerealGlobal,ThresholdMeatGlobal,ThresholdRecreationGlobal,ThresholdTimberRegional,ThresholdCerealRegional,ThresholdMeatRegional,ThresholdRecreationRegional,FactorCerealGlobal,FactorMeatGlobal,FactorTimberGlobal,FactorCerealRegional,FactorMeatRegional,FactorTimberRegional,GlobalInstNoise,InstitutionNoise,GlobalIntNoiseMean,RegionalIntNoiseMean,GlobalInstActionRT,RegionalInstActionRT,MonitorDelay,MonitorDelayRegion,PACconsiderGlobal,PACconsiderRegional,GlobalInstitutions_xml,BT_xml,GlobalInstBT,frPas,Insititutions_xml,RegionCsvFile,DemandFolder,Agent_xml,Competition_xml,Allocation_xml,Allocation_percentageCell,Allocation_percentageTakeovers,SocialNetwork_xml,LARAmodel_xml,allocprob,pathToData
731,B1,_setA/_RegGlobMax,WorldX,3,3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0,0,1,1,1,1,0,0,0.05,0.05,institutions/global/GlobalInstitutionsC.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionC.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
732,B1,_setA/_RegGlobMax,WorldX,3,3,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0,0,1,1,4,4,0,0,0.05,0.05,institutions/global/GlobalInstitutionsC.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionC.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
733,B1,_setA/_RegGlobMax,WorldX,3,3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0,0,1,1,4,4,0,0,0.05,0.05,institutions/global/GlobalInstitutionsC.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionC.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
734,B1,_setA/_RegGlobMax,WorldX,3,3,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0,0,1,1,4,4,0,0,0.05,0.05,institutions/global/GlobalInstitutionsC.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionC.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
735,B1,_setA/_RegGlobMax,WorldX,3,3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0,0,1,1,4,4,0,0,0.05,0.05,institutions/global/GlobalInstitutionsC.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionC.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
740,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
741,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
742,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.2,0.2,0.2,0.2,0.2,0.2,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
743,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.3,0.3,0.3,0.3,0.3,0.3,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
744,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
745,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
746,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.6,0.6,0.6,0.6,0.6,0.6,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
747,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.7,0.7,0.7,0.7,0.7,0.7,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
748,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,0.8,0.8,0.8,0.8,0.8,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
749,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.9,0.9,0.9,0.9,0.9,0.9,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
750,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1,1,1,1,1,1,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
751,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
752,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
753,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0.25,0.25,0.25,0.25,0.25,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
754,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.35,0.35,0.35,0.35,0.35,0.35,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
755,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055,0.055,0.055,0.055,0.055,0.055,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
756,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.55,0.55,0.55,0.55,0.55,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
757,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.65,0.65,0.65,0.65,0.65,0.65,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
758,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.75,0.75,0.75,0.75,0.75,0.75,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
759,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.85,0.85,0.85,0.85,0.85,0.85,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
760,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.95,0.95,0.95,0.95,0.95,0.95,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
761,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.075,0.075,0.075,0.075,0.075,0.075,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
762,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.175,0.175,0.175,0.175,0.175,0.175,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
763,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.275,0.275,0.275,0.275,0.275,0.275,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
764,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.375,0.375,0.375,0.375,0.375,0.375,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
765,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0575,0.0575,0.0575,0.0575,0.0575,0.0575,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
766,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.575,0.575,0.575,0.575,0.575,0.575,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
767,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.675,0.675,0.675,0.675,0.675,0.675,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
768,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.775,0.775,0.775,0.775,0.775,0.775,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesK.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasM.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
